sample_id,smiles,split,n_heavy_atoms
zinc-c73b4c958a049c94,CCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1C1=CC=C(Br)C=C1,train,24
zinc-3aec7caa0e278bd1,CCCCOC(=O)C1=C(C)NC2=NN=NN2C1C1=CC(Br)=CC=C1F,train,25
zinc-12099a46932c649e,COC1=CC=C(NCC2=NN3C(=N2)N=C(C)C(CC2=CC=C(C)C=C2)=C3[O-])C(OC)=C1,train,31
zinc-c0b79415631f68df,COC1=CC=C(C(=O)NCCCC2=CC=CC=C2)C(OC)=C1,train,22
zinc-b91d2d6865d46654,COCCN1C(=O)C(C#N)=C(C)C(C(=O)C(C)OC2=CC=C(Cl)C=C2Cl)=C1[O-],train,28
zinc-27391c0fae0e40a6,CC1=CC=C(C(=O)NC2=CC3=NN(C4=CC=CC=C4)N=C3C=C2)C=C1,train,25
zinc-924af47757bc25e3,CC1=CC=C(C=NNC2=NN=NN2C2=CC=CC=C2)C=C1[N+](=O)[O-],train,24
zinc-67ab04bccb9c24c5,O=S(CC1CCC[NH2+]C1)C1=CN=CC=N1,train,15
zinc-69902d2968170c25,CCS(=O)(=O)C1=CC=C(C2=CC=C(NS(=O)(=O)C3=CC=C(F)C(C)=C3)C=C2)N=N1,train,29
zinc-7d41a829cec3ec1d,CC[NH+](CC(=O)NC1=C(C)C=CC=C1C(C)C)CC1COC2=CC=CC=C2O1,train,28
zinc-f8d11fbf0f31f20e,COC1=CC=C(C2=C(C)SC(NC(=O)C=CC3=CC=CC=C3[N+](=O)[O-])=N2)C=C1,train,28
zinc-18ae725255315b3a,COC1=CC=CC(N2CCN(C(=O)C3CCN(C4=CC=CC=C4[N+](=O)[O-])CC3)CC2)=C1,train,31
zinc-a34fc91cb1c38a4c,CCC(=O)NC(C)C1=CC=C(OCC2=CC=CC(C)=C2)C=C1,train,22
zinc-cb4d629b45c0fd07,COC1=CC=C(N2CC(C(=O)NN3C=NC4=C(C=NN4C4=CC=CC(Cl)=C4)C3=O)CC2=O)C=C1,train,34
zinc-e4891fca12199b75,COCCOC1=CC=C(NC(=O)NCC2=CC=CC=N2)C=N1,train,22
zinc-651842cc7143c294,CC(C)(C)C1=CSC(CNCC(F)(F)F)=N1,train,16
zinc-93b7fdf50a997c28,CC1=CC=C(CNS(=O)(=O)C2=CC=C3OCC4=C(ON=C4)C3=C2)C=C1,train,25
zinc-26bf7a2ae9841e91,CC1(C)CC(NC(=O)C2=CC=C3C=CN(CC4=CC=CC=C4)C3=C2)CCO1,train,27
zinc-4944b2ab4f0c2d23,CC(NC(=O)CCCC1=NN=C2C(=O)N(C3=CC=CC(F)=C3)C=CN12)C1=CC=CC=C1,train,31
zinc-8fb969ef612b44f2,CC1=CC=C(C2CN3C(=O)CN(CC4=CC=C(F)C=C4)C(=O)C3(C)C3=C2C2=CC=CC=C2N3)C=C1,train,35
zinc-389b4bacd59608ec,CC1COCC(C)N1CC1=C(F)C=CC=C1[N+](=O)[O-],train,19
zinc-f01a56beb4b7f881,CCNC(=O)CN(CC)C(=O)COC1=NN(C)C2=NC(C)=CC(C)=C12,train,25
zinc-a002c9a604e31b3d,CC(CC1=CSC=C1)NC(=O)NC(C)(CO)C1CCCCC1,train,22
zinc-4f23d2bb96b0b921,CCC1=NN(C)C(OC)=C1CNC(=O)C1=CC(C)=NC2=CC(F)=CC=C21,train,26
zinc-fb81618e3a9b1b76,O=C(CCCN1C=CN=N1)NC1=NC2=CC3=C(C=C2S1)OC(F)(F)O3,train,25
zinc-89d89426aa945880,OC(CC1=NC=CS1)C1=CC=CC(Cl)=C1F,train,16
zinc-4a9a720f374b7b51,COC1=CC=C(NC(=O)COC(=O)C2=C(C)C3=C(N=C(C)NC3=O)S2)C=C1Cl,train,28
zinc-b7414140211ef856,C1=CC=C(C(NC2CCCC2C2CCC[NH2+]2)C2CC2)C=C1,train,21
zinc-b4b782edb32eaa74,CC(NC(=O)CCC1=CSC(NC(=O)C2=CC=CC=C2)=N1)C1=CC=CC=C1,train,27
zinc-3add355ae5e60ad3,O=C(NC1=NN=C(C(F)(F)F)S1)C1=CC=C(N2C=CN=N2)C=C1,train,23
zinc-67f684f016aed183,CC1=NC(N2CCN(CC3=CNN=C3C3=CC=CS3)CC2)=C2C=NN(C)C2=N1,train,28
zinc-3495d2ca99ef8cf1,CCC1=NN2CCCC(NC(=O)N3CCC(CC4=CN(C)N=C4)C3)C2=N1,train,26
zinc-ee3154ffcd639fa8,COC1=CC=C(C=CC(=O)N(C(C)C)C2CCOCC2)C=C1F,train,23
zinc-e16690dbc0181b90,CN(C(=O)CC(O)C1=CC=CC=C1)C(C1=CC=CC=C1)C1=CC=C(F)C=C1,train,27
zinc-d158472c92ec1379,CC1=CC(C)=C(C(=O)NC(C)CCC2=CC=C(OC(C)C)C=C2)C(=O)N1,train,26
zinc-b9eaf75d2960dc57,CC1=C(Br)C=CC=C1CN1C(=O)CN(C2=CC=CC=C2)C1=O,train,22
zinc-4798516dff082d98,CC(CCN1CCOCC1)NC(=O)CC1=CC=C(F)C(F)=C1,train,22
zinc-222a1ac0fdb56a9c,CC1=CC(C)=C2NC(C)=C(CC(=O)NCCCN3N=CC=C3C3CC3)C2=C1,train,27
zinc-f8c95b2452225001,O=C(NCC1(C2=CC=CC=C2)CCC1)NC(CCO)C1=CC=CS1,train,24
zinc-746d1ff6a6126e5d,O=C(NC1CCC2=CC=CC=C21)N1CCN(C2=NC=CC=C2F)CC1,train,25
zinc-183911d581adee29,O=C(CN1N=C([N+](=O)[O-])N=C1Br)N1CCCCC1,train,18
zinc-0b4379df73642595,C[NH+]1CCN(C2=CC=CC=C2NC(=O)C2=C(Cl)SC(Cl)=C2)CC1,train,23
zinc-d315bf03950d4c38,CC[NH+](CC)CC1=CC=C(CNC(=O)C2=CC=C(Cl)C=C2)C=C1,train,23
zinc-945af3502ecc1213,CCC1CCCCC1NC(=O)NC(C1=NC(C2CC2)=NO1)C(C)C,train,24
zinc-8f3a8d00e4078050,COC1CCCCC1NC(=O)NCC1=CC=C(C(N)=O)O1,train,21
zinc-8f074e825f420d4f,CCCCN(C)C1(C[NH3+])CSCCC1(C)C,train,16
zinc-bbc3a49efe30b7ea,CC1=NC=C(C(C)[NH2+]CCC2CC2)C(C)=N1,train,16
zinc-9ec8c3d547b9c1e8,O=C(C[NH2+]CC1CCC[NH2+]C1)C1=CC=CC=C1F,train,18
zinc-cbcf63c40b438c1c,CN1C(=O)NC2C[NH2+]CCC21,train,11
zinc-8261b23f69522a17,CCS(=O)(=O)CCN(C)C(=O)C1=CC=C(C)C(C)=C1O,train,20
zinc-df992d9bb9576f87,CN(CC(C)(C)O)C(=O)C([NH3+])CC1=CC=CC=C1,train,18
zinc-f8c4d8fd49837fe8,ClC1=CC=CC=C1OCCN1C2=CC=CC=C2N=C1CN1CCOCC1,train,26
zinc-09656e154de27c2a,CN1CC(=O)N(CC(=O)NC2CCC3=[NH+]C=CN3C2)C1=O,train,21
zinc-72d1b04c7ac38316,COCCC(C)NC(=O)NC(C)(CO)C1CCCCC1,train,20
zinc-26496c54ad8652b6,COC(=O)CC1OC2=CC=CC=C2N(CC2=CN=CN=C2)C1=O,train,23
zinc-8d09d1c33bf5eb02,CC[NH2+]C(C1=CSC=C1Br)C1CCOC1,train,15
zinc-36c5ef86d5de3f95,COC(=O)C1=CC=C(NC(=O)C2=CC=C(OCC3=NC(C)=CS3)C=C2)C=C1,train,27
zinc-5211527e8e95094c,CCC(C)(C[NH3+])C(O)C1=CC=CC(OC(C)C)=C1,train,18
zinc-eae71fa1b1008008,COCCN(CC(=O)N(C)C)S(=O)(=O)C1=CC=CC(Cl)=C1Cl,train,22
zinc-3462792ee4e2ddc5,CCN(C1CCN(C(C(=O)OC)C2=CC=C(F)C=C2)CC1)S(C)(=O)=O,train,25
zinc-7e1c73683e54098d,COCC(=O)N1CCCC1C1=NN2C(=C1)NC(C(C)C)CC2C(F)(F)F,train,26
zinc-cb456fde53aa27aa,COCCCC1(C(=O)[O-])CCCN(C(=O)C2CCC2)C1,train,20
zinc-62fe67e670bd7cc8,O=C(C1=CC=CC([N+](=O)[O-])=C1)N1CCC(CC2=CC=CC=C2)CC1,train,24
zinc-1e2036179e556a11,CC(=O)NC1=CC=C(S(=O)(=O)CCC[NH+]2CCCC(C(C)O)C2)C=C1,train,25
zinc-d4ea8bbf8d8bd9ca,C#CCNC(=O)NC(CC(C)C)C1=CC=CC=C1OC,train,20
zinc-7f5e72781c4c8a60,C[NH+](C)C1CCC(NC(=O)CNC(C2=CC=CC=C2)C(F)(F)F)C1,train,24
zinc-ecef208ee4cac5a3,CC(O)C1CCCC[NH+]1CC1=CC=C(Br)C([N+](=O)[O-])=C1,train,20
zinc-ede0706d1ce49a19,CC1OCCC1C(=O)N1CCCC(C[NH+]2CCCCCC2)C1,train,22
zinc-706d21ef5cd62dc3,CC(C)C(CNC(=O)N1CCCCC(N2CC[NH+](C)CC2)C1)C1=CC=CC=C1,train,28
zinc-44f8ded096f2727d,CC(C)(C)C1=CC=C(CCC(=O)NCC2=CC=NC=C2)C=C1,train,22
zinc-e6f15863c126685f,CN1N=CN=C1CNC(=O)C(=O)NC1=CC=C(OC(F)(F)F)C=C1,train,24
zinc-f7d25ae5d0bb16d5,CC(=O)C(C)SC(C(=O)NC1=CC=CC=C1F)C(C)C,train,20
zinc-f6b8c728adf50a8a,COC(=O)C(NC(=O)CC1=CC=C(C)C=C1)C1=CC=C(Cl)C(F)=C1,train,24
zinc-c5da8a9a3288e10e,O=C(CCC(=O)N1CCC2=C(C=CS2)C1)OC1CCCCC1,train,22
zinc-67090ec756643e5a,CCC1CCC2=C(C=C(C(=O)N3CCC(C(N)=O)C3)S2)C1,train,21
zinc-40ffdbc2deebaf52,COC1=C(C(=O)NCCC2=NC=NN2C)SC(C)=C1,train,19
zinc-fcbf34d26eac77b3,CCC(C)NC(=O)C1CCCN(C2=CC=C(SC3=CC=C(C)C=C3)N=N2)C1,train,27
zinc-16e0cd27fddd5e1b,CC1CC1C(=O)NCC1CCC(C2=NC(N(C)C)=NC=C2C2=CC=CC=N2)CC1,train,29
zinc-c41206147a8ba1c1,CC(CC1=CC=CS1)N(C)C(=O)C1CC1C1=CC=CC=C1F,train,22
zinc-b9eb3217baef600c,CC(CCO)CNC(=O)NC(C)C1=CC=C(C2=CC=C(Cl)C=C2)S1,train,24
zinc-597d28b47b2c45a8,CC(NC(=O)NC1CC(=O)N(C(C)(C)C)C1)C(=O)NC1=CC=CC=C1,train,25
zinc-d8e255f0842f74c6,CC(=O)C=CC1=CC=CC=C1OC1=CC=C(Br)C=C1F,train,20
zinc-4c57c7926764d1bb,COC(=O)C(C)N(C(=O)C1C(C)(C)C1(C)C)C1CC1,train,19
zinc-71cace85b59d0409,O=C(NC1=CC=C(Cl)C(Cl)=C1)C1CCCN(C2=NC=NC3=NC=NC32)C1,train,26
zinc-82ae3bee87705e30,CC1=NC2=NC=CC=C2C(=O)N1C1=CC=C(NC(=O)C2=CC=CC=C2Cl)C=C1,train,28
zinc-ef8aab7bbe262ab1,CC1=CC=C(C(CNC(=O)C2=CC=CC3=CC=CC=C32)N2CCOCC2)C=C1,train,28
zinc-c4c1444a53fe173f,O=C(C1=C2N=C(C3=CC=CC4=CC=CC=C43)C=C(C(F)(F)F)N2N=C1)N1CC[NH+]2CCCC2C1,train,34
zinc-1869726ccdcdc5f7,O=C(NCC1=CC=C2OCCOC2=C1)C1=CC=CN=C1,train,20
zinc-1d4996fafedcbb36,CC1(C(=O)NC2=CC=C(Br)C3=CC=CN=C23)SC2=CC=CC=C2NC1=O,train,26
zinc-a0a0304bb1d909ab,CCCOC1=CC=C(C=CC(=O)NC2=CC=C(F)C=C2)C=C1,train,22
zinc-4b4a01d9ce1c36fd,CC1=NN(C)C(C)=C1CN(C)C(=O)C1(CC2=CC(C3CCCCC3)=NO2)CCCO1,train,30
zinc-f215c110ef6c86db,CCCCNC(=O)C[NH+](C)CC1=CC=CC=C1Cl,train,18
zinc-cececa9f72e8ec9c,CC1=CC=C2N=C(C3CCCN3C(=O)NCCCC(C)(C)CO)NC2=C1,train,26
zinc-2681848491cb9e2e,CC1(C)CCCC1NC(=O)C(N)C1=CC=CC=C1,train,18
zinc-6ba819f0b73f7fe5,CC(NC1=NC=NC2=CC=CC=C21)C1=CC=C(NC(=O)C2CC2)C=C1,train,25
zinc-5e21cbe957b41e4f,CC1=CC(NC(=O)N(C)CC2=CN(C)N=C2C(F)(F)F)=C2N=CC=CC2=C1,train,27
zinc-48549f2dfab05fe1,CC1=NC2=C(C(=O)CCC2)C(C2=CC=CO2)C1C(=O)OCC1=CC=CC=C1,train,27
zinc-8e2c2766d883d249,CCC(NC(=O)C1=CC(C2=CC=NC=C2)=NC2=CC=C(Cl)C=C21)C1=CC=CC=C1,train,29
zinc-1d258c654c107d1a,C[NH+](C)CC1=CC=C(CNC(=O)NCC2=CC=C(N3CCCC3)[NH+]=C2)C=C1,train,27
zinc-0839b48536cac04d,CCC(NC(=O)NC1CCCC1CO)C1=NC(C)=CS1,train,20
zinc-82b236ee4dbbb148,CC(C)C1=NN=C(C[NH+](CC2=CC=C3OCOC3=C2)C2CCCCC2)O1,train,26
zinc-a028a34c9932cd3d,CC1=C(C)N(C2=CC(N3CCN(C(=O)NC4=CC=CC(Cl)=C4)CC3)=NC=N2)C=N1,train,29
zinc-41173d397ba695e1,CC1(C)CCCC1NS(=O)(=O)C1=CC=CC=C1C#CCO,train,21
zinc-a8e5ebb94091c1e4,CCC1CCCCC1(O)C(F)C(=O)[O-],train,14
zinc-051d22d132a41fb6,COC1=CC=CC=C1NC(=O)C(C)NC(=O)C1=CC=CC=C1,train,22
zinc-74caf7b3c9db8739,COC1=CC=CC=C1CN(C)C(=O)CC(O)C1=CC=CC(F)=C1,train,23
zinc-910bc4d80499f157,CC1=CN=C(C(C)(C)NC(=O)C2=CC=C3NC(=S)OC3=C2)S1,train,22
zinc-521a39ecdeb94b36,O=C1NCC(C2=CC=CC=C2)C1C(=O)NN=CC1=CC=C2C=CC=CC2=C1,train,27
zinc-9228c0c56a5c9799,CC(C[NH2+]C(C)(C)C)N1CC2CCCC[NH+]2CC1C,train,19
zinc-ff96fc8b4c252c52,CCCCCNC(=O)CC1CSC2=NC3=C(C=NN3C3=CC=CC(C)=C3)C(=O)N21,train,29
zinc-7c38c753cc01e7e3,CC1CCC2=C(C=C(C(=O)N3CCS(=O)C(C)(C)C3)S2)C1,train,21
zinc-b954c786db5ef83f,C1=CC=C(CN2N=CC3=C2CCCC3[NH2+]CC2=CC=CS2)C=C1,train,23
zinc-6071f67d31b61e98,CN(C)C1=CC=C(NC(=O)C(C)(C)OC2=CC=C(Cl)C=C2)N=C1,train,23
zinc-0aeeb27df8720c7c,CC1CCCC(CNC(=O)C2(O)CC3=CC=CC=C3C2)C1,train,21
zinc-8125d74bd03c3239,COC1=CN=CC(N2CCN(C(=O)NC(C)CCC(C)(C)C)CC2)=N1,train,25
zinc-12946ecb20d1cedb,CCN1CC(C(=O)NNC(=O)CC2=CC=CC=C2F)CC1=O,train,22
zinc-3c46c5a45c17d379,CC[NH+](CC)CC1CCN(C(=O)C2=CC(C)=CC([N+](=O)[O-])=C2N)C1,train,24
zinc-73764b9fa6838112,CCNC(=O)NC(=O)C(C)NC1=CC=C(N2CCCCC2)C=C1,train,23
zinc-1b6d3aeff8da5886,CCNC(C1=CN=CN=C1)C(C)(CC)[NH+](C)C,train,17
zinc-7c4fa679410547d0,CC(C)(CO)CCCNC(=O)N1CCOC(C2=CC=C(Cl)C=C2)C1,train,24
zinc-c57b8559f000da58,C[NH+](CC1=CC=C(N2C=CC=N2)C=C1)CC1=CC=CC2=C1OCO2,train,24
zinc-5f32d7cbc2c6ed95,OCC1CCC[NH+]1CCC(O)C1=CC(F)=CC(F)=C1,train,19
zinc-2bbaef1f85219f6a,C[NH+](CC(=O)NC1=CC(F)=CC=C1F)CC1=CC=C(Br)C=C1,train,22
zinc-05944f61d5d4961b,COC1=CC=C(NC2CC(C)NC3=CC(OC)=C(OC)C=C32)C=C1OC,train,26
zinc-b9a1b26a34dc4fbd,CCS(=O)(=O)C1=CC=C(NC(=O)COC2=CC=CC(C)=C2)C=C1,train,23
zinc-d06a067e42b5e797,O=C1C2=CC=CC=C2C(=O)N1CCSC1=NN=CN1CC1=CC=CO1,train,25
zinc-0a83c0779a3fc78d,CCOC1C(OCC)N([N+](=O)[O-])CCN1[N+](=O)[O-],train,18
zinc-d071d58ab805a988,O=C(CN1C=C(C(F)(F)F)C=CC1=O)NCC1=CSC(=O)N1,train,22
zinc-e0389c5bf6c80b6a,C1CCCC([NH+]2CCCN3CCCCC3C2)CCC1,train,19
zinc-14eca3c3d9d00922,CCC(=O)N1CCCC(C(=O)OC2=CC=CC(C(=O)N(C)C)=C2)C1,train,24
zinc-a19d0d3f1509f2aa,CC1=NC=CN1C1=NC=CC=C1NC(=O)C1COC2=CC=CC=C2C1,train,25
zinc-6571e704a3ac11b1,CS(=O)(=O)[N-]CC[NH2+]CC1=CC=C(N2CCOCC2)C=C1,train,21
zinc-a3fee2f482a5ae94,COC(=O)CC(NC(=O)CN1C=NC2=CC=CC=C2C1=O)C1=CC=CC=C1Cl,train,28
zinc-46f8481269a6d13f,C#CCN(CC#C)C(=O)C(C)OC1CCCC(C)C1,train,19
zinc-98cab9bb78b2fe82,COCCS(=O)(=O)N1CC(C(=O)[O-])C2=CC=CC=C21,train,19
zinc-344f51e26fd4826f,CSCC(C)C(=O)NCC(C1=CC=C(C)C=C1)[NH+](C)C,train,20
zinc-c701ee72f0c1a660,CC1=CC=CC(OC(C)C(=O)NN=CC2=CC=CO2)=C1,train,20
zinc-943f1a737fe26e3a,O=C(NCC1(O)CCSCC1)C1=CC=CC=C1CCC1=CC=CC=C1,train,25
zinc-19d7d48d0a853871,CC(C1=CC=CC=C1)[NH+]1CCC(N2CCC3=CC(S(N)(=O)=O)=CC=C32)C1,train,26
zinc-25c4239914bc2896,COC1=CC=C(C2C3=C(NC(=O)NC3=O)NC3=C2C(C)=NN3)C(OC)=C1,train,26
zinc-b856916e991395b3,CCOC(=O)N1CCN(CC2=CC=C3OCCN(C(=O)CN4C=CC(C)=N4)CC3=C2)CC1,train,32
zinc-49aa72d6daf62737,CCOC(C)C1=NC(CN2CCN(C(=O)C(C)SC)CC2)=CS1,train,23
zinc-9767f9c47ac2c78c,CCN(CC(=O)NC1=CC=CC(C)=C1C)S(=O)(=O)C1=CC=C(Cl)C=C1,train,25
zinc-692e9d808c1f3569,CC1=C(C)OC(CNC(=O)NC2CC3CCCC4=C3C2=CC=C4)=N1,train,24
zinc-8687a00ef7f4116d,CC1=NN(C2=CC=C(C(=O)NC(C)C)C=N2)C=C1,train,18
zinc-2f8caf3c7b1c1756,NS(=O)(=O)C1=CC=C(Br)C(C(=O)NC2CCCC2)=C1,train,19
zinc-08b32ef2a97e43aa,CCOCCOC1=CC=CC2=C1NC(C1=CC=C(C)C=C1)C1CC=CC21,train,26
zinc-44c26e2eedfe04fc,N#CC1=CC=C(NC(=O)C(=O)NCC2([NH+]3CCSCC3)CCCC2)C=C1,train,26
zinc-01577d84d86d402c,COC1=CC=CC(N2C=NN=C2SC(C(=O)N2CCOCC2)C2=CC=CC=C2)=C1,train,29
zinc-57514313bdf77d4e,O=S(=O)(C1=CC=CC=C1)C1C2CCCC1C2Cl,train,17
zinc-22fd743df31b08cd,C#CCNC(=O)NC(C)CC1=CC(C)=CC(C)=C1,train,18
zinc-0b262a2ae89e5501,CN(CC1=NC=CS1)C(=O)NCC1=CC2=CC=CC=C2O1,train,21
zinc-255a9e2544ccc2f6,CC1CC1C(=O)NC1=CC(C(F)(F)F)=CC=C1[N-]S(C)(=O)=O,train,22
zinc-5e928a3832548e84,COC1=CC=C(C2=CC=CC(S(=O)(=O)NC(C)(C)C)=C2)C=C1O,train,23
zinc-2329fdd43ab64a5e,CCN1C=CC2=CC=C(NC(=O)C(=O)N3CCOCC3)C=C21,train,22
zinc-7bbe8ad32a14b0c7,COCC(=O)N1CCC([NH2+]C2CCCCC2(C)C)CC1,train,20
zinc-1e54b8951fdef946,COC1=CC=C2OC(C(=O)N(C)CCS(C)(=O)=O)=C(C)C2=C1,train,22
zinc-19080b54c5381013,CCC(C)N1N=CC=C1NS(=O)(=O)C1=CC=C([N+](=O)[O-])C=C1F,train,23
zinc-40b09c6e36c807f7,CCOC1=CC=CC(C(=O)N2CC3CCC2C[NH+](CC2=CC=CC=N2)C3)=C1,train,27
zinc-63da2b9bc5223677,CC1=CC=C(N2C(=NC(=O)CC3=CC=C(Cl)C=C3)SC3CS(=O)(=O)CC32)C=C1F,train,29
zinc-63daed5c00b8a932,CCN1CC(C(=O)N(C)CCC2=CC=CS2)CC1=O,train,19
zinc-4ed7f496515528ed,CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=CC(NC(=O)C2=CC=C(C3=CN=CO3)C=C2)=C1,train,31
zinc-42e10962a39eb9b7,CC(NC(=O)NC1CCCC2=CC=C(F)C=C21)C1=NC(C(C)(C)C)=NO1,train,26
zinc-4e5c42d429778e67,CC(SC1=CC=C(F)C(F)=C1)C(=O)NCCC1=CNC2=CC=CC=C12,train,25
zinc-322c5faf61eee1b6,O=C1NN=C(CNC(=O)C2=CC=CC(N3C=CC=N3)=C2)N1,train,21
zinc-083805a35bd47b3c,CC1CN(CCNC(=O)CC2=COC(C3=CC=CS3)=N2)CC(C)O1,train,24
zinc-a514d040038d691f,CC1=CC=CC(C(=O)NCC2=NN=CN2C)=C1O,train,18
zinc-58d1d3627f71f094,CC(NC(=O)CSC1=NC=NC2=C1C=NN2C1=CC=CC=C1)C1=CC=C2OCOC2=C1,train,31
zinc-8b549828d1d050f0,COC1=CC=CC(CC(C)NC2CCCC3=C2SC(C)=N3)=C1,train,22
zinc-fb224e1f7ae371f2,CN(C)C(=O)C1C2NC(=S)N(C3=CC=C(F)C=C3)C1(C)OC1=CC=CC=C12,train,27
zinc-8f15e67938a96d89,CCC(C)NC(=O)C(C)NC1=CC(C#N)=C2C=C(Cl)C=CC2=N1,train,23
zinc-26858b176d0b9f4a,CC1=NC=C(CN2CCCC(NC3=CC=C4OCCOC4=C3)C2)S1,train,24
zinc-4466bde7605fa735,C1=C(CN2CCSC3CCCCC32)SC(C2CCC2)=N1,train,20
zinc-8fb72d3119ffd838,CCOC1=CC=CC(C(=N)NC(=O)C2=C(C)N(C3=CC=C(F)C=C3)N=C2)=C1,train,27
zinc-71ede4d911099949,CC1=CC2=C(N=C(CSCC(=O)NCC3=CC=NC=C3)NC2=O)S1,train,24
zinc-44ba97b7510a9167,CCCC1C2=CC=CN2CCN1C(=O)NC1=CC=C(C)C=C1C,train,23
zinc-5af7d2cf704aa42d,CC(C)C(NC(=O)NC1=CC=CC=C1)C(=O)NNC(=O)C1=CC=C(Br)S1,train,26
zinc-ddcab65c2010488b,CC1=CC=C(C(C)[NH2+]CC(O)CS(=O)(=O)C2=CC=CS2)C(C)=C1,train,23
zinc-d478d449563eaff0,CCOC(=O)N1CCN(C(=O)NC(CC(C)C)C[NH+](C)C)CC1,train,23
zinc-316a0916f0efef00,O=C(C1CCCCC1O)N1CC[NH2+]CC1,train,15
zinc-1a1007568b967789,CC1=NC(C[NH2+]C(C)C2=CC=CC(S(=O)(=O)N(C)C)=C2)=C(C)S1,train,23
zinc-ca57522774476cc2,O=C(CCC(=O)N1CCCC(C2=CC=NN2)C1)C1=CC=CC=C1,train,23
zinc-f01ed9b73bc013bd,COC1=CC=C(CCC(=O)N2CCCN(C(=O)C3=CC4=CC(Cl)=CC=C4OC3)CC2)C=C1,train,32
zinc-9c8d7859ad46c931,COC1=CC=CC=C1C(=O)NC1=CC=C(C)C(S(=O)(=O)N2CCCCC2)=C1,train,27
zinc-9d9618160ca97ee6,O=C(NCC(C1=CC=CS1)N1CCOCC1)C(C1=CC=CC=C1)C1=CC=CC=C1,train,29
zinc-f1d47a609553f995,CC1=C(C(=O)[O-])SC(S(=O)(=O)[N-]C2=CC=C(F)C(F)=C2)=C1,train,21
zinc-f87e06add73d436e,N#CC1=CC=CC(CN2CCN(C(=O)C3=CC=CS3)CC2)=C1,train,22
zinc-a5934ceff9253fae,O=C(NCCC[NH+]1CCCC1)C1CCN(S(=O)(=O)C2=CC=C(F)C=C2F)CC1,train,28
zinc-635e9c9e7aed49c1,O=C(COC1=CC=C(Cl)C=C1)NCC(C1=CC=CS1)[NH+]1CCCCC1,train,25
zinc-781190459353557b,CC1OCCC1C(=O)NCC1=NOC(C(C)(C)C)=N1,train,19
zinc-0c39e4968bf09278,CC1=NC2=C3C=CC=CC3=NN2C(C)=C1CCC(=O)NC1=CC=CC(F)=C1,train,27
zinc-5422a54560e67d6a,CCCN1C(=N)N(CC(=O)C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C21,train,24
zinc-cd210e40f87eeeda,COC1=CC(C=NNC(=O)C2=NN(CC3=CC=C(Br)C=C3)C=C2)=C([O-])C([N+](=O)[O-])=C1,train,30
zinc-6ef936a974ad4193,ClC1=CN2N=C(N(CC3CC[NH2+]CC3)C3CC3)N=C2C=C1,train,21
zinc-7a39bd76235ae96e,COC1=CC=C(Br)C(C2CCC3=C2SC(N)=N3)=C1,train,18
zinc-a76b2ec4744d67c9,COC1=CC(C2=CC=C(O)C(C3=CC=NO3)=C2)=CC(OC)=C1OC,train,24
zinc-99f1a75a5696e79a,CCCCN(C(=O)CC1=CC=CC2=CC=CC=C21)C1CCS(=O)(=O)C1,train,25
zinc-7bf5bfe8342f144c,CC(NCC1=CC=NC(OC2CCOC2)=C1)C1=CC=C([N+](=O)[O-])C=C1,train,25
zinc-413a28f4e2bb29b6,CN(CC(=O)NC1=CC=CC2=CC=CC=C21)C(=O)C1=CC=C(CN2CCCC2=O)C=C1,train,31
zinc-d9a892a2f84e96a8,CC1=CC=NC=C1NC(=O)NC1=CC=C(OC2CCOC2)C=C1,train,23
zinc-1f839133003c2d41,CC(C)(C)C1=CC(C(=O)NC2=C(Cl)C=CC=C2Cl)=CC=N1,train,21
zinc-9f7f340edf6ec318,O=C(C=CC1=CC=CS1)NCC#CCOC1=CC=C(F)C=C1F,train,23
zinc-c4eccb8869473512,C1=CC=C(CC2(CC3=CSC4=CC=CC=C34)C[NH2+]C2)C=C1,train,21
zinc-e2e81c5476791e11,CCCN1C=C[NH+]=C1CCC1CC(C)NC2=CC=CC=C21,train,21
zinc-cb1068d680fa7ce4,COC1=CC=CC=C1C(NC(=O)NC(C)C1=CC=C(C)O1)C1=NC=CN1C,train,27
zinc-31036f10c51830ea,CC1CC(NC(=O)C2=CC=NC=C2F)CC[NH+]1CC1=CC=CC=C1,train,24
zinc-077596ea2136df5a,CC1OCCC1C1=NC(C2CCC[NH2+]2)=NO1,train,16
zinc-77d3197e752e50c2,CC(=O)NC1CCCN(C(=O)NC2=CC=C3CCCC(=O)C3=C2)C1,train,24
zinc-86a3947104a266f8,CC1=CC=C(F)C=C1C1CCN(C(=O)OC(C)(C)C)CC1[NH3+],train,22
zinc-ffb9ca64ce8a86ac,NC(=O)CONC(=O)C(SC1=CC=C(F)C=C1F)C1=CC=CC=C1,train,24
zinc-d792c131daf497c0,CC1=CC=NC=C1NC(=O)C1=CC(C2=CC=CO2)=NC2=CC=CC=C21,train,25
zinc-c368c29ff6f84869,CN1CCN(C(=O)C2=CC=C(N3C=NC=N3)N=C2)C(C2=CC=CC=C2)C1,train,26
zinc-750c36384005288f,COC1=CC=C2NC(=O)C(C[NH+]3CC4=CC=CC=C4C(O)C3)=CC2=C1,train,25
